name,url,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
nlohmann/json,https://github.com/nlohmann/json,2013-07-04T08:47:49Z,2025-08-19T23:30:43Z,C++,894,45,2337,2297,98.29
serverless/serverless,https://github.com/serverless/serverless,2015-04-21T03:48:40Z,2025-08-06T22:29:08Z,JavaScript,4717,453,6516,5383,82.61
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,2024-05-30T09:18:10Z,2025-08-20T11:26:02Z,C++,4222,0,1128,633,56.12
gogs/gogs,https://github.com/gogs/gogs,2014-02-12T01:57:08Z,2025-08-04T01:57:30Z,Go,1766,84,5158,4223,81.87
karan/Projects,https://github.com/karan/Projects,2013-07-04T13:37:27Z,2024-08-14T19:06:05Z,N/A,19,0,82,35,42.68
kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,2017-02-16T21:24:39Z,2024-12-02T04:54:48Z,N/A,50,0,52,47,90.38
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,2015-04-11T20:48:23Z,2025-08-19T19:37:09Z,C++,744,4,2630,2023,76.92
square/okhttp,https://github.com/square/okhttp,2012-07-23T13:42:55Z,2025-08-19T08:10:39Z,Kotlin,3762,0,4181,4132,98.83
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,2018-06-02T04:08:16Z,2025-08-20T06:49:37Z,JavaScript,370,0,222,220,99.1
pandas-dev/pandas,https://github.com/pandas-dev/pandas,2010-08-24T01:37:33Z,2025-08-20T07:18:20Z,Python,26911,111,27662,24077,87.04
TanStack/query,https://github.com/TanStack/query,2019-09-10T19:23:58Z,2025-08-20T04:06:05Z,TypeScript,2894,1000,2165,2102,97.09
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,2015-09-04T11:42:53Z,2025-08-12T11:15:43Z,Go,203,247,2591,2583,99.69
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,2020-07-23T14:33:11Z,2025-07-07T12:00:24Z,TypeScript,588,0,36239,3845,10.61
hashicorp/terraform,https://github.com/hashicorp/terraform,2014-03-13T22:25:48Z,2025-08-20T11:54:10Z,Go,12784,377,21408,19673,91.9
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,2015-01-26T23:32:34Z,2025-08-19T21:57:00Z,N/A,1407,37,310,310,100.0
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,2017-07-22T12:21:03Z,2025-03-27T03:50:12Z,N/A,131,0,87,35,40.23
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,2023-08-09T18:43:40Z,2025-01-24T10:55:35Z,Python,447,21,1611,1400,86.9
slab/quill,https://github.com/slab/quill,2012-07-30T23:23:18Z,2025-07-25T06:09:23Z,TypeScript,381,95,3774,3267,86.57
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,2019-08-14T14:31:08Z,2025-08-10T05:53:17Z,TypeScript,86,110,2190,1236,56.44
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,2020-04-13T16:17:51Z,2025-08-02T14:24:24Z,JavaScript,956,26,1571,1005,63.97
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,2019-05-18T08:53:50Z,2024-12-22T10:43:30Z,Go,186,42,361,190,52.63
pixijs/pixijs,https://github.com/pixijs/pixijs,2013-01-21T22:40:50Z,2025-08-19T17:07:32Z,TypeScript,3677,293,5983,5742,95.97
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,2016-07-07T14:15:27Z,2025-04-10T06:11:47Z,N/A,73,0,428,415,96.96
android/architecture-samples,https://github.com/android/architecture-samples,2016-02-05T13:42:07Z,2025-08-18T18:42:28Z,Kotlin,232,0,486,348,71.6
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,2016-08-10T14:24:36Z,2024-06-26T19:17:33Z,Jupyter Notebook,28,0,203,78,38.42
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,2016-06-24T15:19:33Z,2024-08-12T13:52:53Z,N/A,324,0,52,44,84.62
skylot/jadx,https://github.com/skylot/jadx,2013-03-18T17:08:21Z,2025-08-12T08:52:56Z,Java,577,31,1918,1528,79.67
odoo/odoo,https://github.com/odoo/odoo,2014-05-13T15:38:58Z,2025-08-20T12:12:03Z,Python,6181,0,18396,15107,82.12
typst/typst,https://github.com/typst/typst,2019-09-24T21:41:56Z,2025-08-19T11:09:48Z,Rust,1816,22,3473,2567,73.91
jestjs/jest,https://github.com/jestjs/jest,2013-12-10T00:18:04Z,2025-07-27T02:20:19Z,TypeScript,5701,208,8116,7862,96.87
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,2019-12-23T14:07:40Z,2025-02-11T09:46:11Z,JavaScript,98,0,174,59,33.91
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,2013-12-25T02:52:40Z,2025-08-16T06:49:20Z,CSS,1545,77,2890,2746,95.02
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,2017-11-03T02:35:33Z,2025-04-26T22:41:38Z,N/A,525,0,211,161,76.3
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,2015-10-21T08:26:28Z,2025-08-20T12:14:13Z,Java,6088,230,19352,16311,84.29
discourse/discourse,https://github.com/discourse/discourse,2013-01-12T00:25:55Z,2025-08-20T12:09:13Z,Ruby,30028,0,0,0,0.0
akullpp/awesome-java,https://github.com/akullpp/awesome-java,2014-07-09T10:12:43Z,2025-07-27T09:22:12Z,N/A,715,0,136,136,100.0
oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,2022-12-21T04:17:37Z,2025-08-19T14:52:49Z,Python,1183,80,4003,1429,35.7
meteor/meteor,https://github.com/meteor/meteor,2012-01-19T01:58:17Z,2025-08-20T09:38:43Z,JavaScript,2534,0,9205,8947,97.2
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,2013-06-22T13:23:55Z,2024-05-21T10:56:58Z,N/A,129,1,107,82,76.64
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,2022-09-11T16:39:45Z,2025-08-20T09:51:17Z,Python,3505,256,11648,11399,97.86
Homebrew/brew,https://github.com/Homebrew/brew,2016-03-06T05:08:38Z,2025-08-20T07:51:37Z,Ruby,12989,441,4796,4780,99.67
google/zx,https://github.com/google/zx,2021-05-05T05:50:01Z,2025-08-20T10:54:34Z,JavaScript,547,95,489,476,97.34
coollabsio/coolify,https://github.com/coollabsio/coolify,2021-01-25T20:54:01Z,2025-08-19T16:54:22Z,PHP,1646,619,2792,2231,79.91
unslothai/unsloth,https://github.com/unslothai/unsloth,2023-11-29T16:50:09Z,2025-08-20T11:40:25Z,Python,479,16,2443,1729,70.77
termux/termux-app,https://github.com/termux/termux-app,2015-10-23T09:42:46Z,2025-08-12T01:49:34Z,Java,162,95,2924,2519,86.15
vercel/hyper,https://github.com/vercel/hyper,2016-07-01T06:01:21Z,2024-08-14T03:32:57Z,TypeScript,3291,88,3814,2872,75.3
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,2015-08-19T20:22:52Z,2025-07-27T13:54:28Z,CSS,812,4,1211,964,79.6
2dust/v2rayNG,https://github.com/2dust/v2rayNG,2019-05-15T02:15:31Z,2025-08-17T03:16:11Z,Kotlin,498,256,3415,3409,99.82
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,2017-08-07T16:36:47Z,2025-08-08T02:48:38Z,JavaScript,2591,48,5486,5009,91.31
run-llama/llama_index,https://github.com/run-llama/llama_index,2022-11-02T04:24:54Z,2025-08-20T03:32:38Z,Python,7005,404,6609,6381,96.55
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,2018-06-04T17:47:48Z,2024-10-25T19:57:00Z,N/A,30,0,15,5,33.33
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,2012-08-02T11:49:35Z,2024-05-12T00:47:46Z,Go,757,0,304,183,60.2
usememos/memos,https://github.com/usememos/memos,2021-12-08T15:30:18Z,2025-08-19T13:57:38Z,Go,1796,80,2460,2436,99.02
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,2015-12-26T12:56:33Z,2025-08-19T02:05:37Z,Shell,1422,44,3318,2239,67.48
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,2022-12-28T00:51:12Z,2024-12-09T23:53:04Z,Python,45,0,337,109,32.34
babel/babel,https://github.com/babel/babel,2014-09-28T13:38:23Z,2025-08-15T21:11:04Z,TypeScript,6282,442,8997,8401,93.38
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,2015-11-11T14:21:19Z,2024-07-26T19:46:13Z,Jupyter Notebook,88,0,237,70,29.54
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,2019-03-05T23:47:10Z,2025-08-19T23:02:58Z,TypeScript,2071,585,4834,4761,98.49
square/retrofit,https://github.com/square/retrofit,2010-09-06T21:39:43Z,2025-08-18T17:56:41Z,HTML,1184,4,2748,2621,95.38
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,2016-06-07T16:56:31Z,2025-08-15T22:22:30Z,JavaScript,467,91,3833,3153,82.26
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,2018-11-26T10:40:00Z,2025-08-20T11:40:02Z,Java,122,61,7570,7547,99.7
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,2021-10-31T22:33:54Z,2025-08-19T11:54:03Z,Rust,899,117,658,609,92.55
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,2021-09-03T18:11:03Z,2025-08-17T19:28:01Z,TypeScript,1969,154,1456,1398,96.02
prisma/prisma,https://github.com/prisma/prisma,2019-06-20T13:33:47Z,2025-08-20T12:05:59Z,TypeScript,6338,223,11354,9044,79.65
grpc/grpc,https://github.com/grpc/grpc,2014-12-08T18:58:53Z,2025-08-20T12:08:53Z,C++,20015,355,11792,11117,94.28
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,2017-11-09T02:47:15Z,2024-08-24T21:07:02Z,JavaScript,169,0,96,59,61.46
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,2018-01-13T19:40:08Z,2025-08-20T11:59:10Z,MDX,346,0,101,91,90.1
streamich/react-use,https://github.com/streamich/react-use,2018-10-27T10:16:05Z,2025-08-19T17:15:36Z,TypeScript,1532,256,597,244,40.87
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,2010-09-22T16:57:44Z,2025-08-19T19:53:46Z,JavaScript,3115,33,5278,4883,92.52
metabase/metabase,https://github.com/metabase/metabase,2015-02-02T19:25:47Z,2025-08-20T11:51:04Z,Clojure,33956,676,23044,19446,84.39
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,2015-05-19T07:36:09Z,2025-08-20T12:03:04Z,TypeScript,14462,1000,16353,13775,84.24
pyenv/pyenv,https://github.com/pyenv/pyenv,2012-08-31T06:57:52Z,2025-08-16T17:17:53Z,Roff,974,132,1858,1805,97.15
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,2023-03-31T12:23:09Z,2025-08-19T16:38:59Z,TypeScript,1329,73,2242,1629,72.66
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,2018-05-31T17:17:01Z,2025-07-31T09:44:57Z,JavaScript,162,0,110,107,97.27
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,2018-12-09T06:36:45Z,2025-08-19T17:42:52Z,C#,4816,91,7270,6880,94.64
expo/expo,https://github.com/expo/expo,2016-08-15T17:14:25Z,2025-08-20T12:11:14Z,TypeScript,17893,0,16960,16527,97.45
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,2022-09-25T18:26:37Z,2025-08-18T17:30:50Z,C++,863,27,1748,832,47.6
Unitech/pm2,https://github.com/Unitech/pm2,2013-05-21T03:25:25Z,2025-06-05T09:16:23Z,JavaScript,551,128,5079,4078,80.29
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,2014-09-20T16:37:28Z,2025-03-31T10:37:07Z,Go,107,23,926,847,91.47
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,2016-06-02T08:28:18Z,2025-08-20T12:08:01Z,C++,50365,672,24964,20532,82.25
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,2014-07-22T20:35:09Z,2025-04-11T22:26:43Z,N/A,225,0,73,55,75.34
opendatalab/MinerU,https://github.com/opendatalab/MinerU,2024-02-29T08:52:34Z,2025-08-19T06:46:02Z,Python,1025,121,1675,1545,92.24
alex/what-happens-when,https://github.com/alex/what-happens-when,2013-11-07T04:30:06Z,2024-08-19T13:02:25Z,N/A,108,0,292,53,18.15
coqui-ai/TTS,https://github.com/coqui-ai/TTS,2020-05-20T15:45:28Z,2024-08-16T12:07:14Z,Python,465,98,1189,1185,99.66
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,2018-11-05T03:44:27Z,2024-08-18T04:34:15Z,Jupyter Notebook,147,0,74,58,78.38
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,2014-07-31T05:56:19Z,2025-05-14T03:37:18Z,Swift,650,102,2799,2757,98.5
faif/python-patterns,https://github.com/faif/python-patterns,2012-06-06T21:02:35Z,2025-07-19T00:16:40Z,Python,273,0,93,83,89.25
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,2019-07-14T08:45:45Z,2024-06-14T01:58:36Z,C++,72,0,228,218,95.61
astral-sh/ruff,https://github.com/astral-sh/ruff,2022-08-09T17:17:44Z,2025-08-20T10:33:55Z,Rust,11155,375,7121,5616,78.87
getsentry/sentry,https://github.com/getsentry/sentry,2010-08-30T22:06:41Z,2025-08-20T11:31:39Z,Python,72702,154,15729,13585,86.37
apache/spark,https://github.com/apache/spark,2014-02-25T08:00:08Z,2025-08-20T03:14:32Z,Scala,8,0,0,0,0.0
apache/airflow,https://github.com/apache/airflow,2015-04-13T18:04:58Z,2025-08-20T12:12:22Z,Python,29276,102,12429,11140,89.63
iina/iina,https://github.com/iina/iina,2016-12-19T07:18:45Z,2025-08-16T21:50:55Z,Swift,851,45,4185,2427,57.99
Stability-AI/stablediffusion,https://github.com/Stability-AI/stablediffusion,2022-11-23T23:59:50Z,2025-06-25T14:18:37Z,Python,17,0,324,76,23.46
Kong/kong,https://github.com/Kong/kong,2014-11-17T23:56:08Z,2025-08-19T03:57:06Z,Lua,6478,145,4557,4486,98.44
yarnpkg/yarn,https://github.com/yarnpkg/yarn,2016-01-19T17:39:16Z,2025-08-19T19:54:55Z,JavaScript,1654,152,6606,4731,71.62
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,2020-07-18T02:41:27Z,2025-07-31T07:56:57Z,JavaScript,40,10,711,485,68.21
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,2017-05-17T23:48:53Z,2025-08-20T04:45:37Z,Python,5894,100,5328,5301,99.49
spf13/cobra,https://github.com/spf13/cobra,2013-09-03T20:40:26Z,2025-08-11T13:58:23Z,Go,614,24,1211,986,81.42
tldraw/tldraw,https://github.com/tldraw/tldraw,2021-05-09T11:48:37Z,2025-08-20T11:31:33Z,TypeScript,3549,80,1739,1514,87.06
mingrammer/diagrams,https://github.com/mingrammer/diagrams,2020-02-02T15:23:24Z,2025-08-18T15:20:34Z,Python,328,44,532,222,41.73
nolimits4web/swiper,https://github.com/nolimits4web/swiper,2012-03-14T19:11:45Z,2025-08-13T22:34:49Z,JavaScript,604,87,5751,5537,96.28
apachecn/ailearning,https://github.com/apachecn/ailearning,2017-02-25T08:53:02Z,2024-11-12T16:21:55Z,Python,478,2,115,112,97.39
apache/dubbo,https://github.com/apache/dubbo,2012-06-19T07:56:02Z,2025-08-20T07:37:30Z,Java,5786,111,7274,6474,89.0
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,2016-12-23T01:49:20Z,2025-04-11T12:52:02Z,Vue,21,0,630,512,81.27
bevyengine/bevy,https://github.com/bevyengine/bevy,2020-01-18T21:13:55Z,2025-08-20T05:36:55Z,Rust,6179,43,7198,4822,66.99
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,2023-03-13T12:00:18Z,2024-06-27T04:05:25Z,Python,48,0,1308,751,57.42
tw93/Pake,https://github.com/tw93/Pake,2022-10-14T09:32:57Z,2025-08-20T09:08:03Z,Rust,100,31,400,352,88.0
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,2021-10-28T16:19:44Z,2025-08-18T09:10:00Z,Python,3699,50,1725,1298,75.25
dcloudio/uni-app,https://github.com/dcloudio/uni-app,2018-07-12T08:52:39Z,2025-08-20T12:10:30Z,JavaScript,457,0,4921,4230,85.96
nwjs/nw.js,https://github.com/nwjs/nw.js,2012-01-04T06:21:10Z,2025-08-18T15:24:45Z,JavaScript,575,0,7399,6477,87.54
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,2022-01-30T15:25:18Z,2025-07-31T15:36:30Z,TypeScript,85,22,266,234,87.97
KRTirtho/spotube,https://github.com/KRTirtho/spotube,2021-02-14T03:17:58Z,2025-08-19T16:34:47Z,Dart,246,40,1862,1082,58.11
streamlit/streamlit,https://github.com/streamlit/streamlit,2019-08-24T00:14:52Z,2025-08-20T12:02:33Z,Python,5652,105,5389,4283,79.48
styled-components/styled-components,https://github.com/styled-components/styled-components,2016-08-16T06:41:32Z,2025-06-18T19:28:46Z,TypeScript,966,176,2953,2651,89.77
docker/awesome-compose,https://github.com/docker/awesome-compose,2020-02-13T08:51:42Z,2025-07-22T05:26:19Z,HTML,149,0,127,40,31.5
psf/black,https://github.com/psf/black,2018-03-14T19:54:45Z,2025-08-19T12:31:01Z,Python,1585,46,2722,2393,87.91
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,2016-09-12T00:39:35Z,2025-08-19T15:14:02Z,TypeScript,4387,605,14896,14395,96.64
hexojs/hexo,https://github.com/hexojs/hexo,2012-09-23T15:17:08Z,2025-08-16T00:51:53Z,TypeScript,945,114,3985,3912,98.17
ziglang/zig,https://github.com/ziglang/zig,2015-08-06T00:51:28Z,2025-08-19T23:21:29Z,Zig,9168,20,13077,9693,74.12
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,2017-07-30T02:51:17Z,2025-07-31T09:36:00Z,C++,63,26,1883,712,37.81
fastlane/fastlane,https://github.com/fastlane/fastlane,2014-12-02T17:00:38Z,2025-08-07T21:19:55Z,Ruby,6234,552,13184,12500,94.81
cli/cli,https://github.com/cli/cli,2019-10-03T15:24:53Z,2025-08-19T21:35:52Z,Go,2601,173,5132,4296,83.71
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,2015-01-14T00:34:25Z,2025-08-19T12:08:26Z,Kotlin,3,3,794,466,58.69
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,2010-02-16T04:10:13Z,2025-08-19T21:04:35Z,Python,2632,76,3559,3228,90.7
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,2017-09-21T11:08:23Z,2025-08-19T05:56:05Z,N/A,312,0,199,198,99.5
SimplifyJobs/Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,2020-05-23T20:53:18Z,2025-08-20T09:53:08Z,N/A,1673,0,3567,3565,99.94
tabler/tabler,https://github.com/tabler/tabler,2018-02-01T09:08:59Z,2025-08-18T15:16:15Z,HTML,722,51,1090,1004,92.11
chubin/cheat.sh,https://github.com/chubin/cheat.sh,2017-05-07T21:40:56Z,2025-08-08T05:15:06Z,Python,129,0,258,133,51.55
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,2023-01-11T05:03:49Z,2025-04-26T17:26:17Z,N/A,62,0,0,0,0.0
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,2020-01-23T18:35:18Z,2025-08-19T00:30:56Z,Python,2744,97,3175,2081,65.54
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,2018-12-30T13:56:58Z,2025-03-20T08:54:47Z,N/A,3,0,574,176,30.66
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,2021-03-03T16:27:36Z,2025-08-07T11:59:26Z,Jupyter Notebook,168,0,134,106,79.1
penpot/penpot,https://github.com/penpot/penpot,2015-12-29T22:09:07Z,2025-08-20T12:02:06Z,Clojure,4505,59,1917,1429,74.54
colinhacks/zod,https://github.com/colinhacks/zod,2020-03-07T20:59:08Z,2025-08-20T08:03:27Z,TypeScript,837,179,2701,2501,92.6
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,2020-11-16T14:39:01Z,2025-02-26T13:49:39Z,CSS,44,0,0,0,0.0
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,2019-08-17T14:27:54Z,2025-08-20T03:31:14Z,TypeScript,2808,1000,4146,4146,100.0
gradio-app/gradio,https://github.com/gradio-app/gradio,2018-12-19T08:24:04Z,2025-08-20T12:04:47Z,Python,4744,1000,5924,5490,92.67
helix-editor/helix,https://github.com/helix-editor/helix,2020-06-01T04:26:56Z,2025-08-19T22:19:53Z,Rust,4247,30,5376,4536,84.38
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,2015-01-02T00:31:34Z,2025-07-30T18:42:16Z,N/A,592,0,79,75,94.94
slidevjs/slidev,https://github.com/slidevjs/slidev,2021-04-24T01:25:23Z,2025-08-20T07:18:54Z,TypeScript,711,394,1213,1073,88.46
google-research/bert,https://github.com/google-research/bert,2018-10-25T22:57:34Z,2024-07-23T23:39:41Z,Python,32,0,1145,355,31.0
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,2024-11-29T16:30:01Z,2025-08-11T21:47:04Z,Python,33,0,217,198,91.24
wg/wrk,https://github.com/wg/wrk,2012-03-20T11:12:28Z,2023-12-30T10:33:51Z,C,0,0,406,262,64.53
php/php-src,https://github.com/php/php-src,2011-06-16T01:52:25Z,2025-08-20T10:03:03Z,C,4253,23,4319,3490,80.81
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,2016-06-28T16:17:32Z,2025-06-23T16:45:51Z,HTML,224,0,78,69,88.46
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,2024-03-11T02:57:34Z,2025-06-11T06:34:54Z,Python,136,9,573,393,68.59
evanw/esbuild,https://github.com/evanw/esbuild,2016-06-14T16:08:50Z,2025-08-13T02:31:20Z,Go,246,301,3757,3245,86.37
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,2016-10-14T11:49:48Z,2022-11-27T13:18:32Z,Python,28,0,57,5,8.77
gedoor/legado,https://github.com/gedoor/legado,2019-05-22T04:18:58Z,2025-08-18T06:51:31Z,Kotlin,1134,115,2966,2922,98.52
sharkdp/fd,https://github.com/sharkdp/fd,2017-05-09T21:27:10Z,2025-08-19T20:17:09Z,Rust,651,40,917,787,85.82
upscayl/upscayl,https://github.com/upscayl/upscayl,2022-07-30T17:19:20Z,2025-08-01T14:28:41Z,TypeScript,100,29,949,890,93.78
byoungd/English-level-up-tips,https://github.com/byoungd/English-level-up-tips,2017-05-30T07:18:52Z,2024-07-13T17:58:27Z,HTML,26,0,101,72,71.29
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,2022-04-28T02:25:19Z,2025-08-09T15:33:50Z,PowerShell,846,22,1899,1706,89.84
videojs/video.js,https://github.com/videojs/video.js,2010-05-14T18:45:10Z,2025-08-01T12:24:02Z,JavaScript,1801,332,5384,4807,89.28
lm-sys/FastChat,https://github.com/lm-sys/FastChat,2023-03-19T00:18:02Z,2025-06-02T15:22:03Z,Python,849,14,1899,1066,56.13
Dogfalo/materialize,https://github.com/Dogfalo/materialize,2014-09-12T19:35:38Z,2025-08-10T02:17:57Z,JavaScript,449,41,5222,4599,88.07
pingcap/tidb,https://github.com/pingcap/tidb,2015-09-06T04:01:52Z,2025-08-20T11:41:03Z,Go,33080,210,21288,17241,80.99
jgm/pandoc,https://github.com/jgm/pandoc,2010-03-20T20:34:23Z,2025-08-18T12:05:01Z,Haskell,1684,147,7981,7012,87.86
vim/vim,https://github.com/vim/vim,2015-08-18T21:03:56Z,2025-08-18T20:11:26Z,Vim Script,440,0,8919,7403,83.0
go-gorm/gorm,https://github.com/go-gorm/gorm,2013-10-25T08:31:38Z,2025-08-20T04:51:20Z,Go,753,5,6001,5548,92.45
tmux/tmux,https://github.com/tmux/tmux,2015-06-03T23:32:55Z,2025-08-04T15:01:24Z,C,1,37,3714,3659,98.52
curl/curl,https://github.com/curl/curl,2010-03-18T22:32:22Z,2025-08-20T09:31:55Z,C,198,91,5150,5138,99.77
zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,2022-08-07T08:33:41Z,2025-08-08T02:47:49Z,Python,261,63,1999,1699,84.99
ray-project/ray,https://github.com/ray-project/ray,2016-10-25T19:38:30Z,2025-08-20T11:43:09Z,Python,27122,108,20914,18217,87.1
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,2015-10-13T03:49:25Z,2025-07-23T00:32:09Z,JavaScript,1283,0,190,168,88.42
aria2/aria2,https://github.com/aria2/aria2,2010-11-27T09:41:48Z,2025-08-18T08:51:00Z,C++,253,24,1890,824,43.6
mem0ai/mem0,https://github.com/mem0ai/mem0,2023-06-20T08:58:36Z,2025-08-19T10:59:26Z,Python,1663,265,1090,730,66.97
google/styleguide,https://github.com/google/styleguide,2015-05-20T19:18:59Z,2025-07-31T22:16:21Z,HTML,194,0,355,239,67.32
suno-ai/bark,https://github.com/suno-ai/bark,2023-04-07T19:34:48Z,2024-08-19T07:45:36Z,Jupyter Notebook,19,0,469,239,50.96
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,2018-04-02T14:43:21Z,2025-08-20T11:23:55Z,TypeScript,11049,0,6091,5739,94.22
saadeghi/daisyui,https://github.com/saadeghi/daisyui,2020-11-28T22:57:27Z,2025-08-18T00:45:02Z,Svelte,426,100,1973,1927,97.67
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,2023-05-12T23:53:30Z,2025-07-09T12:55:23Z,Python,1819,354,1535,1533,99.87
phaserjs/phaser,https://github.com/phaserjs/phaser,2013-04-12T12:27:51Z,2025-08-19T04:44:41Z,JavaScript,1729,171,4553,4473,98.24
trpc/trpc,https://github.com/trpc/trpc,2020-07-18T01:17:11Z,2025-08-18T23:19:56Z,TypeScript,3708,217,1283,1139,88.78
files-community/Files,https://github.com/files-community/Files,2019-01-04T18:19:14Z,2025-08-20T04:45:55Z,C#,5336,123,10599,10102,95.31
makeplane/plane,https://github.com/makeplane/plane,2022-11-19T12:55:01Z,2025-08-20T12:10:20Z,TypeScript,5582,48,1313,869,66.18
photoprism/photoprism,https://github.com/photoprism/photoprism,2018-01-27T12:00:15Z,2025-08-20T11:17:54Z,Go,811,78,2381,1957,82.19
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,2025-06-05T07:06:39Z,Java,191,44,4963,2899,58.41
logseq/logseq,https://github.com/logseq/logseq,2020-05-23T00:06:06Z,2025-08-20T12:09:01Z,Clojure,3065,150,7917,6691,84.51
freefq/free,https://github.com/freefq/free,2020-06-07T02:48:33Z,2024-08-20T09:43:55Z,N/A,0,0,751,216,28.76
impress/impress.js,https://github.com/impress/impress.js,2011-12-28T22:23:19Z,2025-08-06T20:46:54Z,JavaScript,120,15,483,431,89.23
